Model 1,Model 2,T-test_stats,T-test_p-value,Wilcoxon_stats,Wilcoxon_p-value,Mann-Whitney_stats,Mann-Whitney_p-value,Kruskal-Wallis_stats,Kruskal-Wallis_p-value,Bootstrap CI_lower,Bootstrap CI_upper
vssm-s,vit-b32,1.4056814572300054,0.16242427988540378,117.0,0.16151331846754213,7620.0,0.2564232582250493,1.291037371844357,0.2558568642385486,-0.05,0.16666666666666666
vssm-s,vim-s,-0.2571922625628131,0.7974745382860159,56.0,0.7962534147376392,7140.0,0.8625298144038102,0.03048858272727547,0.8613862465443213,-0.10020833333333333,0.08333333333333333
vssm-s,vssm-ti,-1.679257339799395,0.09572572621056237,10.0,0.0955807045456294,6900.0,0.36227857703802246,0.8327526132403676,0.3614777879779508,-0.13333333333333333,0.04187499999999981
vssm-s,vssm-b,0.5757398050506645,0.5658782482417656,32.5,0.5637028616507731,7320.0,0.7356318737137223,0.1149591149589505,0.734567384308564,-0.08333333333333333,0.11666666666666667
vssm-b,resnet50,0.8936765176062339,0.37329881405261733,84.0,0.37109336952269756,7440.0,0.5203480078706194,0.4149305555554357,0.5194774992001983,-0.06666666666666667,0.13333333333333333
vssm-b,vgg16,0.46987149389936467,0.6393067430537023,76.0,0.6373518882339371,7320.0,0.7444707940873838,0.10712684894650745,0.7434391913626113,-0.08333333333333333,0.11666666666666667
vssm-b,vit-ti16,1.148603702602394,0.2530229918234551,70.0,0.25134910881022265,7500.0,0.4250550402427393,0.6384229084303491,0.4242824624611762,-0.058333333333333334,0.14166666666666666
vssm-b,vit-s16,-0.300366215698403,0.764421929839934,30.0,0.763024600552995,7140.0,0.8677082376663358,0.028213906268340503,0.8666069145195895,-0.10833333333333334,0.09166666666666666
vssm-b,vit-s32,0.7261724589773787,0.4691589322515105,63.0,0.46685427082272546,7380.0,0.6272461249648794,0.23712931319574024,0.6262872077508745,-0.075,0.125
vssm-b,vit-b16,1.6142612601615625,0.10911932890993563,30.0,0.10880943004054568,7560.0,0.34193309243752,0.9056842105261689,0.341262123853376,-0.058333333333333334,0.15
vssm-b,vit-b32,1.2150830420211798,0.22673977464497977,54.0,0.22525290636065332,7500.0,0.4250550402427393,0.6384229084303491,0.4242824624611762,-0.058333333333333334,0.14166666666666666
vssm-b,vim-s,-0.7732980988911998,0.4408793678475824,48.0,0.4385780260809998,7020.0,0.6086314335044063,0.2636352494176443,0.6076336173839713,-0.125,0.075
vssm-b,vssm-ti,-2.141897803314305,0.034239844526017894,12.0,0.034808478811867126,6780.0,0.21232977127946562,1.559179869524719,0.21178534354403597,-0.15,0.03333333333333333
vssm-b,vssm-s,-0.5757398050506645,0.5658782482417656,32.5,0.5637028616507731,7080.0,0.7356318737137223,0.1149591149589505,0.734567384308564,-0.10833333333333334,0.08333333333333333
